pair_id,species,split,is_outlier,image_path,audio_path,image_metadata_path,audio_metadata_path
sparrow_266,sparrow,train,0,data\images\sparrow\215297451.jpg,data\audio\sparrow\564088_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Thrush_293,Thrush,train,0,data\images\Thrush\22805091.jpg,data\audio\Thrush\1094876_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
blackbird_214,blackbird,train,0,data\images\blackbird\106470978.jpg,data\audio\blackbird\631896_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Robin_204,Robin,train,0,data\images\Robin\105267402.jpg,data\audio\Robin\858693_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
Toucan_28,Toucan,test,1,data\images\Toucan\271560547.jpg,data\audio\Toucan\332528_B.mp3,data\metadata\inaturalist\Toucan_clean.csv,data\metadata\xeno_canto\Toucan_clean.csv
Crow_29,Crow,train,0,data\images\Crow\277484762.jpg,data\audio\Crow\917790_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
blue_tit_191,blue_tit,train,0,data\images\blue_tit\247965929.jpg,data\audio\blue_tit\976993_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
Mallard_249,Mallard,train,0,data\images\Mallard\158322747.jpg,data\audio\Mallard\196990_A.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
starling_21,starling,test,1,data\images\starling\112820722.jpg,data\audio\starling\706318_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
Robin_159,Robin,train,0,data\images\Robin\70319695.jpg,data\audio\Robin\837557_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
Robin_187,Robin,train,0,data\images\Robin\37981831.jpg,data\audio\Robin\860342_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
Toucan_1,Toucan,test,1,data\images\Toucan\106140757.jpg,data\audio\Toucan\573070_A.mp3,data\metadata\inaturalist\Toucan_clean.csv,data\metadata\xeno_canto\Toucan_clean.csv
sparrow_170,sparrow,train,0,data\images\sparrow\53286959.jpg,data\audio\sparrow\447437_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Flamingo_138,Flamingo,test,1,data\images\Flamingo\20812464.jpg,data\audio\Flamingo\792148_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
Great_Tit_8,Great_Tit,train,0,data\images\Great_Tit\142522393.jpg,data\audio\Great_Tit\861940_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
sparrow_76,sparrow,train,0,data\images\sparrow\9506840.jpg,data\audio\sparrow\841356_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
blackbird_45,blackbird,train,0,data\images\blackbird\325315908.jpg,data\audio\blackbird\997004_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
starling_91,starling,test,1,data\images\starling\233557195.jpg,data\audio\starling\933380_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
blackbird_218,blackbird,train,0,data\images\blackbird\344510457.jpg,data\audio\blackbird\710980_B.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Robin_75,Robin,train,0,data\images\Robin\261973650.jpg,data\audio\Robin\1075712_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
blackbird_408,blackbird,train,0,data\images\blackbird\147700730.jpg,data\audio\blackbird\879583_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Mallard_159,Mallard,train,0,data\images\Mallard\160167804.jpg,data\audio\Mallard\971975_B.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
Crow_100,Crow,train,0,data\images\Crow\106395420.jpg,data\audio\Crow\1065019_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
sparrow_200,sparrow,train,0,data\images\sparrow\59553936.jpg,data\audio\sparrow\906529_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Flamingo_264,Flamingo,test,1,data\images\Flamingo\302554630.jpg,data\audio\Flamingo\889893_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
blackbird_332,blackbird,train,0,data\images\blackbird\147784794.jpg,data\audio\blackbird\1015476_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
blackbird_251,blackbird,train,0,data\images\blackbird\169026492.jpg,data\audio\blackbird\920319_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Mallard_190,Mallard,train,0,data\images\Mallard\72877034.jpg,data\audio\Mallard\523626_A.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
Thrush_58,Thrush,train,0,data\images\Thrush\215518237.jpg,data\audio\Thrush\785678_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
Flamingo_273,Flamingo,test,1,data\images\Flamingo\243435476.jpg,data\audio\Flamingo\197693_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
starling_157,starling,test,1,data\images\starling\36806241.jpg,data\audio\starling\647767_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
blue_tit_64,blue_tit,train,0,data\images\blue_tit\323183219.jpg,data\audio\blue_tit\512535_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
Mallard_69,Mallard,train,0,data\images\Mallard\202274482.jpg,data\audio\Mallard\698287_A.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
starling_206,starling,test,1,data\images\starling\195546000.jpg,data\audio\starling\337807_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
Mallard_67,Mallard,train,0,data\images\Mallard\181179153.jpg,data\audio\Mallard\1023347_B.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
Great_Tit_276,Great_Tit,train,0,data\images\Great_Tit\263784665.jpg,data\audio\Great_Tit\1009333_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
Thrush_139,Thrush,train,0,data\images\Thrush\153153934.jpg,data\audio\Thrush\1086955_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
starling_128,starling,test,1,data\images\starling\324393010.jpg,data\audio\starling\732020_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
Thrush_107,Thrush,train,0,data\images\Thrush\160028424.jpg,data\audio\Thrush\819246_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
starling_74,starling,test,1,data\images\starling\11226435.jpg,data\audio\starling\310358_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
Robin_210,Robin,train,0,data\images\Robin\197902679.jpg,data\audio\Robin\1081075_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
blue_tit_54,blue_tit,train,0,data\images\blue_tit\348780646.jpg,data\audio\blue_tit\713500_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
starling_212,starling,test,1,data\images\starling\224598904.jpg,data\audio\starling\213466_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
blue_tit_67,blue_tit,test,0,data\images\blue_tit\146972032.jpg,data\audio\blue_tit\779745_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
blackbird_0,blackbird,test,0,data\images\blackbird\164858273.jpg,data\audio\blackbird\1097213_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Great_Tit_122,Great_Tit,train,0,data\images\Great_Tit\225160011.jpg,data\audio\Great_Tit\1092854_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
Crow_85,Crow,train,0,data\images\Crow\127535661.jpg,data\audio\Crow\925305_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Toucan_71,Toucan,test,1,data\images\Toucan\216151643.jpg,data\audio\Toucan\1030185_A.mp3,data\metadata\inaturalist\Toucan_clean.csv,data\metadata\xeno_canto\Toucan_clean.csv
Thrush_177,Thrush,test,0,data\images\Thrush\326076630.jpg,data\audio\Thrush\831498_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
Thrush_123,Thrush,train,0,data\images\Thrush\281319835.jpg,data\audio\Thrush\1099240_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
blackbird_393,blackbird,train,0,data\images\blackbird\59665436.jpg,data\audio\blackbird\797156_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Great_Tit_48,Great_Tit,test,0,data\images\Great_Tit\10644316.jpg,data\audio\Great_Tit\990596_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
Toucan_8,Toucan,test,1,data\images\Toucan\22765539.jpg,data\audio\Toucan\102488_C.mp3,data\metadata\inaturalist\Toucan_clean.csv,data\metadata\xeno_canto\Toucan_clean.csv
blackbird_211,blackbird,train,0,data\images\blackbird\54757804.jpg,data\audio\blackbird\989423_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
sparrow_268,sparrow,train,0,data\images\sparrow\72150070.jpg,data\audio\sparrow\642162_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
blackbird_346,blackbird,test,0,data\images\blackbird\173911300.jpg,data\audio\blackbird\1072921_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
blackbird_270,blackbird,train,0,data\images\blackbird\295163482.jpg,data\audio\blackbird\1071308_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
blue_tit_142,blue_tit,train,0,data\images\blue_tit\262258975.jpg,data\audio\blue_tit\1092236_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
Thrush_76,Thrush,train,0,data\images\Thrush\290715031.jpg,data\audio\Thrush\1003882_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
blue_tit_229,blue_tit,train,0,data\images\blue_tit\270161910.jpg,data\audio\blue_tit\184273_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
Mallard_85,Mallard,train,0,data\images\Mallard\108499486.jpg,data\audio\Mallard\1023515_B.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
Mallard_167,Mallard,train,0,data\images\Mallard\182522796.jpg,data\audio\Mallard\774434_A.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
blackbird_149,blackbird,train,0,data\images\blackbird\196125976.jpg,data\audio\blackbird\1082902_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Flamingo_126,Flamingo,test,1,data\images\Flamingo\345635704.jpg,data\audio\Flamingo\564522_B.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
blue_tit_1,blue_tit,train,0,data\images\blue_tit\23981907.jpg,data\audio\blue_tit\197795_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
Crow_146,Crow,train,0,data\images\Crow\258457188.jpg,data\audio\Crow\953007_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
blue_tit_112,blue_tit,train,0,data\images\blue_tit\348779940.jpg,data\audio\blue_tit\592534_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
Great_Tit_141,Great_Tit,train,0,data\images\Great_Tit\112574146.jpg,data\audio\Great_Tit\712689_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
Flamingo_170,Flamingo,test,1,data\images\Flamingo\240531857.jpg,data\audio\Flamingo\1071720_B.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
Robin_119,Robin,train,0,data\images\Robin\260719651.jpg,data\audio\Robin\986070_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
blackbird_33,blackbird,train,0,data\images\blackbird\333062749.jpg,data\audio\blackbird\963884_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
blackbird_179,blackbird,train,0,data\images\blackbird\67750397.jpg,data\audio\blackbird\864640_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
sparrow_222,sparrow,train,0,data\images\sparrow\9933663.jpg,data\audio\sparrow\1047609_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Crow_217,Crow,train,0,data\images\Crow\236600064.jpg,data\audio\Crow\524232_A.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Crow_179,Crow,train,0,data\images\Crow\184436551.jpg,data\audio\Crow\1038463_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
blackbird_247,blackbird,train,0,data\images\blackbird\144413385.jpg,data\audio\blackbird\644787_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Great_Tit_204,Great_Tit,train,0,data\images\Great_Tit\9751326.jpg,data\audio\Great_Tit\814262_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
Great_Tit_63,Great_Tit,train,0,data\images\Great_Tit\58715550.jpg,data\audio\Great_Tit\1047739_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
sparrow_188,sparrow,test,0,data\images\sparrow\230108921.jpg,data\audio\sparrow\1092250_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Flamingo_214,Flamingo,test,1,data\images\Flamingo\39400057.jpg,data\audio\Flamingo\855274_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
Robin_220,Robin,train,0,data\images\Robin\332867100.jpg,data\audio\Robin\800035_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
sparrow_278,sparrow,train,0,data\images\sparrow\123693496.jpg,data\audio\sparrow\820333_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Crow_91,Crow,train,0,data\images\Crow\266143654.jpg,data\audio\Crow\977965_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Great_Tit_40,Great_Tit,test,0,data\images\Great_Tit\271392930.jpg,data\audio\Great_Tit\985810_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
Great_Tit_292,Great_Tit,train,0,data\images\Great_Tit\229549686.jpg,data\audio\Great_Tit\1095855_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
blue_tit_96,blue_tit,test,0,data\images\blue_tit\69005294.jpg,data\audio\blue_tit\989534_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
blackbird_442,blackbird,train,0,data\images\blackbird\73118955.jpg,data\audio\blackbird\590780_B.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Flamingo_269,Flamingo,test,1,data\images\Flamingo\108720343.jpg,data\audio\Flamingo\877873_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
Thrush_81,Thrush,train,0,data\images\Thrush\19672251.jpg,data\audio\Thrush\977812_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
Great_Tit_11,Great_Tit,train,0,data\images\Great_Tit\203596314.jpg,data\audio\Great_Tit\964319_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
starling_196,starling,test,1,data\images\starling\41997971.jpg,data\audio\starling\995266_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
Robin_177,Robin,test,0,data\images\Robin\35879600.jpg,data\audio\Robin\810603_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
starling_145,starling,test,1,data\images\starling\219541375.jpg,data\audio\starling\822550_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
blackbird_188,blackbird,train,0,data\images\blackbird\153816055.jpg,data\audio\blackbird\184110_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Crow_176,Crow,test,0,data\images\Crow\68540409.jpg,data\audio\Crow\902343_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
sparrow_299,sparrow,train,0,data\images\sparrow\109297403.jpg,data\audio\sparrow\741178_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
starling_68,starling,test,1,data\images\starling\345714007.jpg,data\audio\starling\648729_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
Flamingo_11,Flamingo,test,1,data\images\Flamingo\31538695.jpg,data\audio\Flamingo\430118_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
starling_249,starling,test,1,data\images\starling\209278929.jpg,data\audio\starling\361635_A.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
blue_tit_227,blue_tit,train,0,data\images\blue_tit\47949023.jpg,data\audio\blue_tit\936539_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
sparrow_294,sparrow,train,0,data\images\sparrow\13362635.jpg,data\audio\sparrow\913337_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Crow_266,Crow,train,0,data\images\Crow\273169522.jpg,data\audio\Crow\1035696_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Thrush_27,Thrush,train,0,data\images\Thrush\332831531.jpg,data\audio\Thrush\727935_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
Robin_68,Robin,test,0,data\images\Robin\220645746.jpg,data\audio\Robin\871939_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
blackbird_324,blackbird,train,0,data\images\blackbird\52250620.jpg,data\audio\blackbird\641387_B.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
blackbird_463,blackbird,train,0,data\images\blackbird\206774611.jpg,data\audio\blackbird\1054837_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Mallard_154,Mallard,train,0,data\images\Mallard\185127614.jpg,data\audio\Mallard\735579_A.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
blackbird_246,blackbird,train,0,data\images\blackbird\200801923.jpg,data\audio\blackbird\1066172_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
blackbird_58,blackbird,train,0,data\images\blackbird\195602491.jpg,data\audio\blackbird\900552_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Great_Tit_32,Great_Tit,train,0,data\images\Great_Tit\265255788.jpg,data\audio\Great_Tit\898512_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
Thrush_1,Thrush,train,0,data\images\Thrush\115861675.jpg,data\audio\Thrush\728696_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
blackbird_411,blackbird,train,0,data\images\blackbird\148852147.jpg,data\audio\blackbird\1004977_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
blackbird_449,blackbird,test,0,data\images\blackbird\75055111.jpg,data\audio\blackbird\1095000_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
blue_tit_157,blue_tit,train,0,data\images\blue_tit\239585093.jpg,data\audio\blue_tit\471867_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
Toucan_73,Toucan,test,1,data\images\Toucan\129550705.jpg,data\audio\Toucan\404019_A.mp3,data\metadata\inaturalist\Toucan_clean.csv,data\metadata\xeno_canto\Toucan_clean.csv
blackbird_157,blackbird,test,0,data\images\blackbird\50907777.jpg,data\audio\blackbird\907818_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Mallard_99,Mallard,train,0,data\images\Mallard\88169504.jpg,data\audio\Mallard\1047565_B.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
Great_Tit_262,Great_Tit,train,0,data\images\Great_Tit\328970612.jpg,data\audio\Great_Tit\1085055_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
starling_120,starling,test,1,data\images\starling\346481186.jpg,data\audio\starling\1093412_B.mp3,data\metadata\inaturalist\starling_clean.csv,data\metadata\xeno_canto\starling_clean.csv
Great_Tit_179,Great_Tit,train,0,data\images\Great_Tit\340769371.jpg,data\audio\Great_Tit\1072503_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
blackbird_457,blackbird,train,0,data\images\blackbird\117734242.jpg,data\audio\blackbird\1085136_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Crow_273,Crow,test,0,data\images\Crow\120987388.jpg,data\audio\Crow\972898_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Crow_185,Crow,train,0,data\images\Crow\210292870.jpg,data\audio\Crow\883610_B.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Robin_134,Robin,test,0,data\images\Robin\344878737.jpg,data\audio\Robin\811067_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
Mallard_243,Mallard,train,0,data\images\Mallard\138121132.jpg,data\audio\Mallard\734465_A.mp3,data\metadata\inaturalist\Mallard_clean.csv,data\metadata\xeno_canto\Mallard_clean.csv
Great_Tit_291,Great_Tit,test,0,data\images\Great_Tit\155513802.jpg,data\audio\Great_Tit\875343_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
blue_tit_121,blue_tit,test,0,data\images\blue_tit\291416461.jpg,data\audio\blue_tit\699849_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
blue_tit_27,blue_tit,train,0,data\images\blue_tit\57751351.jpg,data\audio\blue_tit\544923_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
blackbird_274,blackbird,train,0,data\images\blackbird\18328094.jpg,data\audio\blackbird\1100435_A.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
Crow_250,Crow,train,0,data\images\Crow\250962123.jpg,data\audio\Crow\281724_A.mp3,data\metadata\inaturalist\Crow_clean.csv,data\metadata\xeno_canto\Crow_clean.csv
Great_Tit_82,Great_Tit,train,0,data\images\Great_Tit\214049761.jpg,data\audio\Great_Tit\790451_A.mp3,data\metadata\inaturalist\Great_Tit_clean.csv,data\metadata\xeno_canto\Great_Tit_clean.csv
Thrush_35,Thrush,test,0,data\images\Thrush\206910176.jpg,data\audio\Thrush\798931_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
sparrow_279,sparrow,train,0,data\images\sparrow\64673271.jpg,data\audio\sparrow\553623_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Thrush_188,Thrush,train,0,data\images\Thrush\340766910.jpg,data\audio\Thrush\1094692_A.mp3,data\metadata\inaturalist\Thrush_clean.csv,data\metadata\xeno_canto\Thrush_clean.csv
blackbird_175,blackbird,train,0,data\images\blackbird\72527513.jpg,data\audio\blackbird\445007_B.mp3,data\metadata\inaturalist\blackbird_clean.csv,data\metadata\xeno_canto\blackbird_clean.csv
sparrow_225,sparrow,train,0,data\images\sparrow\138242743.jpg,data\audio\sparrow\1092251_A.mp3,data\metadata\inaturalist\sparrow_clean.csv,data\metadata\xeno_canto\sparrow_clean.csv
Flamingo_100,Flamingo,test,1,data\images\Flamingo\292224502.jpg,data\audio\Flamingo\784636_A.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
Flamingo_285,Flamingo,test,1,data\images\Flamingo\141546484.jpg,data\audio\Flamingo\884959_B.mp3,data\metadata\inaturalist\Flamingo_clean.csv,data\metadata\xeno_canto\Flamingo_clean.csv
Robin_278,Robin,train,0,data\images\Robin\13511070.jpg,data\audio\Robin\859121_A.mp3,data\metadata\inaturalist\Robin_clean.csv,data\metadata\xeno_canto\Robin_clean.csv
blue_tit_218,blue_tit,test,0,data\images\blue_tit\12764452.jpg,data\audio\blue_tit\764765_A.mp3,data\metadata\inaturalist\blue_tit_clean.csv,data\metadata\xeno_canto\blue_tit_clean.csv
